raw,display
gas-cc-ccs_mod_o_fsa,Gas-CC-CCS
gas-cc-ccs_mod_o_fsl,Gas-CC-CCS
gas-cc-ccs_mod_o_fg,Gas-CC-CCS
gas-cc-ccs_mod_o_sg,Gas-CC-CCS
gas-cc-ccs_mod_o_ss,Gas-CC-CCS
gas-cc-ccs_mod_o_ww,Gas-CC-CCS
gas-cc-ccs_mod_r_fsu,Gas-CC-CCS
gas-cc-ccs_mod_r_fsa,Gas-CC-CCS
gas-cc-ccs_mod_r_fsl,Gas-CC-CCS
gas-cc-ccs_mod_r_fg,Gas-CC-CCS
gas-cc-ccs_mod_r_sg,Gas-CC-CCS
gas-cc-ccs_mod_r_ss,Gas-CC-CCS
gas-cc-ccs_mod_r_ww,Gas-CC-CCS
gas-cc-ccs_mod_p_fsu,Gas-CC-CCS
gas-cc-ccs_mod_p_fsa,Gas-CC-CCS
gas-cc-ccs_mod_p_fsl,Gas-CC-CCS
gas-cc-ccs_mod_p_fg,Gas-CC-CCS
gas-cc-ccs_mod_p_sg,Gas-CC-CCS
gas-cc-ccs_mod_p_ss,Gas-CC-CCS
gas-cc-ccs_mod_p_ww,Gas-CC-CCS
gas-cc-ccs_mod_d_fsu,Gas-CC-CCS
gas-cc-ccs_mod_d_fsa,Gas-CC-CCS
gas-cc-ccs_mod_d_fsl,Gas-CC-CCS
gas-cc-ccs_mod_d_fg,Gas-CC-CCS
gas-cc-ccs_mod_d_sg,Gas-CC-CCS
gas-cc-ccs_mod_d_ss,Gas-CC-CCS
gas-cc-ccs_mod_d_ww,Gas-CC-CCS
gas-cc-ccs_max_o_fsu,Gas-CC-CCS
gas-cc-ccs_max_o_fsa,Gas-CC-CCS
gas-cc-ccs_max_o_fsl,Gas-CC-CCS
gas-cc-ccs_max_o_fg,Gas-CC-CCS
gas-cc-ccs_max_o_sg,Gas-CC-CCS
gas-cc-ccs_max_o_ss,Gas-CC-CCS
gas-cc-ccs_max_o_ww,Gas-CC-CCS
gas-cc-ccs_max_r_fsu,Gas-CC-CCS
gas-cc-ccs_max_r_fsa,Gas-CC-CCS
gas-cc-ccs_max_r_fsl,Gas-CC-CCS
gas-cc-ccs_max_r_fg,Gas-CC-CCS
gas-cc-ccs_max_r_sg,Gas-CC-CCS
gas-cc-ccs_max_r_ss,Gas-CC-CCS
gas-cc-ccs_max_r_ww,Gas-CC-CCS
gas-cc-ccs_max_p_fsu,Gas-CC-CCS
gas-cc-ccs_max_p_fsa,Gas-CC-CCS
gas-cc-ccs_max_p_fsl,Gas-CC-CCS
gas-cc-ccs_max_p_fg,Gas-CC-CCS
gas-cc-ccs_max_p_sg,Gas-CC-CCS
gas-cc-ccs_max_p_ss,Gas-CC-CCS
gas-cc-ccs_max_p_ww,Gas-CC-CCS
gas-cc-ccs_max_d_fsu,Gas-CC-CCS
gas-cc-ccs_max_d_fsa,Gas-CC-CCS
gas-cc-ccs_max_d_fsl,Gas-CC-CCS
gas-cc-ccs_max_d_fg,Gas-CC-CCS
gas-cc-ccs_max_d_sg,Gas-CC-CCS
gas-cc-ccs_max_d_ss,Gas-CC-CCS
gas-cc-ccs_max_d_ww,Gas-CC-CCS
o-g-s_o_fsu,Oil/Gas Steam
o-g-s_o_fsa,Oil/Gas Steam
o-g-s_o_fsl,Oil/Gas Steam
o-g-s_o_fg,Oil/Gas Steam
o-g-s_o_sg,Oil/Gas Steam
o-g-s_o_ss,Oil/Gas Steam
o-g-s_o_ww,Oil/Gas Steam
o-g-s_r_fsu,Oil/Gas Steam
o-g-s_r_fsa,Oil/Gas Steam
o-g-s_r_fsl,Oil/Gas Steam
o-g-s_r_fg,Oil/Gas Steam
o-g-s_r_sg,Oil/Gas Steam
o-g-s_r_ss,Oil/Gas Steam
o-g-s_r_ww,Oil/Gas Steam
o-g-s_p_fsu,Oil/Gas Steam
o-g-s_p_fsa,Oil/Gas Steam
o-g-s_p_fsl,Oil/Gas Steam
o-g-s_p_fg,Oil/Gas Steam
o-g-s_p_sg,Oil/Gas Steam
o-g-s_p_ss,Oil/Gas Steam
o-g-s_p_ww,Oil/Gas Steam
o-g-s_d_fsu,Oil/Gas Steam
o-g-s_d_fsa,Oil/Gas Steam
o-g-s_d_fsl,Oil/Gas Steam
o-g-s_d_fg,Oil/Gas Steam
o-g-s_d_sg,Oil/Gas Steam
o-g-s_d_ss,Oil/Gas Steam
o-g-s_d_ww,Oil/Gas Steam
o-g-s_n_fsu,Oil/Gas Steam
o-g-s_n_fsa,Oil/Gas Steam
o-g-s_n_fsl,Oil/Gas Steam
o-g-s_n_fg,Oil/Gas Steam
o-g-s_n_sg,Oil/Gas Steam
o-g-s_n_ss,Oil/Gas Steam
o-g-s_n_ww,Oil/Gas Steam
nuclear_o_fsu,Nuclear
nuclear_o_fsa,Nuclear
nuclear_o_fsl,Nuclear
nuclear_o_fg,Nuclear
nuclear_o_sg,Nuclear
nuclear_o_ss,Nuclear
nuclear_o_ww,Nuclear
nuclear_r_fsu,Nuclear
nuclear_r_fsa,Nuclear
nuclear_r_fsl,Nuclear
nuclear_r_fg,Nuclear
nuclear_r_sg,Nuclear
nuclear_r_ss,Nuclear
nuclear_r_ww,Nuclear
nuclear_p_fsu,Nuclear
nuclear_p_fsa,Nuclear
nuclear_p_fsl,Nuclear
nuclear_p_fg,Nuclear
nuclear_p_sg,Nuclear
nuclear_p_ss,Nuclear
nuclear_p_ww,Nuclear
nuclear_d_fsu,Nuclear
nuclear_d_fsa,Nuclear
nuclear_d_fsl,Nuclear
nuclear_d_fg,Nuclear
nuclear_d_sg,Nuclear
nuclear_d_ss,Nuclear
nuclear_d_ww,Nuclear
nuclear-smr_o_fsu,Nuclear-SMR
nuclear-smr_o_fsa,Nuclear-SMR
nuclear-smr_o_fsl,Nuclear-SMR
nuclear-smr_o_fg,Nuclear-SMR
nuclear-smr_o_sg,Nuclear-SMR
nuclear-smr_o_ss,Nuclear-SMR
nuclear-smr_o_ww,Nuclear-SMR
nuclear-smr_r_fsu,Nuclear-SMR
nuclear-smr_r_fsa,Nuclear-SMR
nuclear-smr_r_fsl,Nuclear-SMR
nuclear-smr_r_fg,Nuclear-SMR
nuclear-smr_r_sg,Nuclear-SMR
nuclear-smr_r_ss,Nuclear-SMR
nuclear-smr_r_ww,Nuclear-SMR
nuclear-smr_p_fsu,Nuclear-SMR
nuclear-smr_p_fsa,Nuclear-SMR
nuclear-smr_p_fsl,Nuclear-SMR
nuclear-smr_p_fg,Nuclear-SMR
nuclear-smr_p_sg,Nuclear-SMR
nuclear-smr_p_ss,Nuclear-SMR
nuclear-smr_p_ww,Nuclear-SMR
nuclear-smr_d_fsu,Nuclear-SMR
nuclear-smr_d_fsa,Nuclear-SMR
nuclear-smr_d_fsl,Nuclear-SMR
nuclear-smr_d_fg,Nuclear-SMR
nuclear-smr_d_sg,Nuclear-SMR
nuclear-smr_d_ss,Nuclear-SMR
nuclear-smr_d_ww,Nuclear-SMR
biopower_o_fsu,Biopower
biopower_o_fsa,Biopower
biopower_o_fsl,Biopower
biopower_o_fg,Biopower
biopower_o_sg,Biopower
biopower_o_ss,Biopower
biopower_o_ww,Biopower
biopower_r_fsu,Biopower
biopower_r_fsa,Biopower
biopower_r_fsl,Biopower
biopower_r_fg,Biopower
biopower_r_sg,Biopower
biopower_r_ss,Biopower
biopower_r_ww,Biopower
biopower_p_fsu,Biopower
biopower_p_fsa,Biopower
biopower_p_fsl,Biopower
biopower_p_fg,Biopower
biopower_p_sg,Biopower
biopower_p_ss,Biopower
biopower_p_ww,Biopower
biopower_d_fsu,Biopower
biopower_d_fsa,Biopower
biopower_d_fsl,Biopower
biopower_d_fg,Biopower
biopower_d_sg,Biopower
biopower_d_ss,Biopower
biopower_d_ww,Biopower
biopower_n_fsu,Biopower
biopower_n_fsa,Biopower
biopower_n_fsl,Biopower
biopower_n_fg,Biopower
biopower_n_sg,Biopower
biopower_n_ss,Biopower
biopower_n_ww,Biopower
lfill-gas_o_fsu,Landfill-Gas
lfill-gas_o_fsa,Landfill-Gas
lfill-gas_o_fsl,Landfill-Gas
lfill-gas_o_fg,Landfill-Gas
lfill-gas_o_sg,Landfill-Gas
lfill-gas_o_ss,Landfill-Gas
lfill-gas_o_ww,Landfill-Gas
lfill-gas_r_fsu,Landfill-Gas
lfill-gas_r_fsa,Landfill-Gas
lfill-gas_r_fsl,Landfill-Gas
lfill-gas_r_fg,Landfill-Gas
lfill-gas_r_sg,Landfill-Gas
lfill-gas_r_ss,Landfill-Gas
lfill-gas_r_ww,Landfill-Gas
lfill-gas_p_fsu,Landfill-Gas
lfill-gas_p_fsa,Landfill-Gas
lfill-gas_p_fsl,Landfill-Gas
lfill-gas_p_fg,Landfill-Gas
lfill-gas_p_sg,Landfill-Gas
lfill-gas_p_ss,Landfill-Gas
lfill-gas_p_ww,Landfill-Gas
lfill-gas_d_fsu,Landfill-Gas
lfill-gas_d_fsa,Landfill-Gas
lfill-gas_d_fsl,Landfill-Gas
lfill-gas_d_fg,Landfill-Gas
lfill-gas_d_sg,Landfill-Gas
lfill-gas_d_ss,Landfill-Gas
lfill-gas_d_ww,Landfill-Gas
lfill-gas_n_fsu,Landfill-Gas
lfill-gas_n_fsa,Landfill-Gas
lfill-gas_n_fsl,Landfill-Gas
lfill-gas_n_fg,Landfill-Gas
lfill-gas_n_sg,Landfill-Gas
lfill-gas_n_ss,Landfill-Gas
lfill-gas_n_ww,Landfill-Gas
csp1_1_r_fsu,CSP
csp1_2_r_fsu,CSP
csp1_3_r_fsu,CSP
csp1_4_r_fsu,CSP
csp1_5_r_fsu,CSP
csp1_6_r_fsu,CSP
csp1_7_r_fsu,CSP
csp1_8_r_fsu,CSP
csp1_9_r_fsu,CSP
csp1_10_r_fsu,CSP
csp1_11_r_fsu,CSP
csp1_12_r_fsu,CSP
csp1_1_r_fsa,CSP
csp1_2_r_fsa,CSP
csp1_3_r_fsa,CSP
csp1_4_r_fsa,CSP
csp1_5_r_fsa,CSP
csp1_6_r_fsa,CSP
csp1_7_r_fsa,CSP
csp1_8_r_fsa,CSP
csp1_9_r_fsa,CSP
csp1_10_r_fsa,CSP
csp1_11_r_fsa,CSP
csp1_12_r_fsa,CSP
csp1_1_r_fsl,CSP
csp1_2_r_fsl,CSP
csp1_3_r_fsl,CSP
csp1_4_r_fsl,CSP
csp1_5_r_fsl,CSP
csp1_6_r_fsl,CSP
csp1_7_r_fsl,CSP
csp1_8_r_fsl,CSP
csp1_9_r_fsl,CSP
csp1_10_r_fsl,CSP
csp1_11_r_fsl,CSP
csp1_12_r_fsl,CSP
csp1_1_r_fg,CSP
csp1_2_r_fg,CSP
csp1_3_r_fg,CSP
csp1_4_r_fg,CSP
csp1_5_r_fg,CSP
csp1_6_r_fg,CSP
csp1_7_r_fg,CSP
csp1_8_r_fg,CSP
csp1_9_r_fg,CSP
csp1_10_r_fg,CSP
csp1_11_r_fg,CSP
csp1_12_r_fg,CSP
csp1_1_r_sg,CSP
csp1_2_r_sg,CSP
csp1_3_r_sg,CSP
csp1_4_r_sg,CSP
csp1_5_r_sg,CSP
csp1_6_r_sg,CSP
csp1_7_r_sg,CSP
csp1_8_r_sg,CSP
csp1_9_r_sg,CSP
csp1_10_r_sg,CSP
csp1_11_r_sg,CSP
csp1_12_r_sg,CSP
csp1_1_r_ss,CSP
csp1_2_r_ss,CSP
csp1_3_r_ss,CSP
csp1_4_r_ss,CSP
csp1_5_r_ss,CSP
csp1_6_r_ss,CSP
csp1_7_r_ss,CSP
csp1_8_r_ss,CSP
csp1_9_r_ss,CSP
csp1_10_r_ss,CSP
csp1_11_r_ss,CSP
csp1_12_r_ss,CSP
csp1_1_r_ww,CSP
csp1_2_r_ww,CSP
csp1_3_r_ww,CSP
csp1_4_r_ww,CSP
csp1_5_r_ww,CSP
csp1_6_r_ww,CSP
csp1_7_r_ww,CSP
csp1_8_r_ww,CSP
csp1_9_r_ww,CSP
csp1_10_r_ww,CSP
csp1_11_r_ww,CSP
csp1_12_r_ww,CSP
csp1_1_d_fsu,CSP
csp1_2_d_fsu,CSP
csp1_3_d_fsu,CSP
csp1_4_d_fsu,CSP
csp1_5_d_fsu,CSP
csp1_6_d_fsu,CSP
csp1_7_d_fsu,CSP
csp1_8_d_fsu,CSP
csp1_9_d_fsu,CSP
csp1_10_d_fsu,CSP
csp1_11_d_fsu,CSP
csp1_12_d_fsu,CSP
csp1_1_d_fsa,CSP
csp1_2_d_fsa,CSP
csp1_3_d_fsa,CSP
csp1_4_d_fsa,CSP
csp1_5_d_fsa,CSP
csp1_6_d_fsa,CSP
csp1_7_d_fsa,CSP
csp1_8_d_fsa,CSP
csp1_9_d_fsa,CSP
csp1_10_d_fsa,CSP
csp1_11_d_fsa,CSP
csp1_12_d_fsa,CSP
csp1_1_d_fsl,CSP
csp1_2_d_fsl,CSP
csp1_3_d_fsl,CSP
csp1_4_d_fsl,CSP
csp1_5_d_fsl,CSP
csp1_6_d_fsl,CSP
csp1_7_d_fsl,CSP
csp1_8_d_fsl,CSP
csp1_9_d_fsl,CSP
csp1_10_d_fsl,CSP
csp1_11_d_fsl,CSP
csp1_12_d_fsl,CSP
csp1_1_d_fg,CSP
csp1_2_d_fg,CSP
csp1_3_d_fg,CSP
csp1_4_d_fg,CSP
csp1_5_d_fg,CSP
csp1_6_d_fg,CSP
csp1_7_d_fg,CSP
csp1_8_d_fg,CSP
csp1_9_d_fg,CSP
csp1_10_d_fg,CSP
csp1_11_d_fg,CSP
csp1_12_d_fg,CSP
csp1_1_d_sg,CSP
csp1_2_d_sg,CSP
csp1_3_d_sg,CSP
csp1_4_d_sg,CSP
csp1_5_d_sg,CSP
csp1_6_d_sg,CSP
csp1_7_d_sg,CSP
csp1_8_d_sg,CSP
csp1_9_d_sg,CSP
csp1_10_d_sg,CSP
csp1_11_d_sg,CSP
csp1_12_d_sg,CSP
csp1_1_d_ss,CSP
csp1_2_d_ss,CSP
csp1_3_d_ss,CSP
csp1_4_d_ss,CSP
csp1_5_d_ss,CSP
csp1_6_d_ss,CSP
csp1_7_d_ss,CSP
csp1_8_d_ss,CSP
csp1_9_d_ss,CSP
csp1_10_d_ss,CSP
csp1_11_d_ss,CSP
csp1_12_d_ss,CSP
csp1_1_d_ww,CSP
csp1_2_d_ww,CSP
csp1_3_d_ww,CSP
csp1_4_d_ww,CSP
csp1_5_d_ww,CSP
csp1_6_d_ww,CSP
csp1_7_d_ww,CSP
csp1_8_d_ww,CSP
csp1_9_d_ww,CSP
csp1_10_d_ww,CSP
csp1_11_d_ww,CSP
csp1_12_d_ww,CSP
csp2_1_r_fsu,CSP
csp2_2_r_fsu,CSP
csp2_3_r_fsu,CSP
csp2_4_r_fsu,CSP
csp2_5_r_fsu,CSP
csp2_6_r_fsu,CSP
csp2_7_r_fsu,CSP
csp2_8_r_fsu,CSP
csp2_9_r_fsu,CSP
csp2_10_r_fsu,CSP
csp2_11_r_fsu,CSP
csp2_12_r_fsu,CSP
csp2_1_r_fsa,CSP
csp2_2_r_fsa,CSP
csp2_3_r_fsa,CSP
csp2_4_r_fsa,CSP
csp2_5_r_fsa,CSP
csp2_6_r_fsa,CSP
csp2_7_r_fsa,CSP
csp2_8_r_fsa,CSP
csp2_9_r_fsa,CSP
csp2_10_r_fsa,CSP
csp2_11_r_fsa,CSP
csp2_12_r_fsa,CSP
csp2_1_r_fsl,CSP
csp2_2_r_fsl,CSP
csp2_3_r_fsl,CSP
csp2_4_r_fsl,CSP
csp2_5_r_fsl,CSP
csp2_6_r_fsl,CSP
csp2_7_r_fsl,CSP
csp2_8_r_fsl,CSP
csp2_9_r_fsl,CSP
csp2_10_r_fsl,CSP
csp2_11_r_fsl,CSP
csp2_12_r_fsl,CSP
csp2_1_r_fg,CSP
csp2_2_r_fg,CSP
csp2_3_r_fg,CSP
csp2_4_r_fg,CSP
csp2_5_r_fg,CSP
csp2_6_r_fg,CSP
csp2_7_r_fg,CSP
csp2_8_r_fg,CSP
csp2_9_r_fg,CSP
csp2_10_r_fg,CSP
csp2_11_r_fg,CSP
csp2_12_r_fg,CSP
csp2_1_r_sg,CSP
csp2_2_r_sg,CSP
csp2_3_r_sg,CSP
csp2_4_r_sg,CSP
csp2_5_r_sg,CSP
csp2_6_r_sg,CSP
csp2_7_r_sg,CSP
csp2_8_r_sg,CSP
csp2_9_r_sg,CSP
csp2_10_r_sg,CSP
csp2_11_r_sg,CSP
csp2_12_r_sg,CSP
csp2_1_r_ss,CSP
csp2_2_r_ss,CSP
csp2_3_r_ss,CSP
csp2_4_r_ss,CSP
csp2_5_r_ss,CSP
csp2_6_r_ss,CSP
csp2_7_r_ss,CSP
csp2_8_r_ss,CSP
csp2_9_r_ss,CSP
csp2_10_r_ss,CSP
csp2_11_r_ss,CSP
csp2_12_r_ss,CSP
csp2_1_r_ww,CSP
csp2_2_r_ww,CSP
csp2_3_r_ww,CSP
csp2_4_r_ww,CSP
csp2_5_r_ww,CSP
csp2_6_r_ww,CSP
csp2_7_r_ww,CSP
csp2_8_r_ww,CSP
csp2_9_r_ww,CSP
csp2_10_r_ww,CSP
csp2_11_r_ww,CSP
csp2_12_r_ww,CSP
csp2_1_d_fsu,CSP
csp2_2_d_fsu,CSP
csp2_3_d_fsu,CSP
csp2_4_d_fsu,CSP
csp2_5_d_fsu,CSP
csp2_6_d_fsu,CSP
csp2_7_d_fsu,CSP
csp2_8_d_fsu,CSP
csp2_9_d_fsu,CSP
csp2_10_d_fsu,CSP
csp2_11_d_fsu,CSP
csp2_12_d_fsu,CSP
csp2_1_d_fsa,CSP
csp2_2_d_fsa,CSP
csp2_3_d_fsa,CSP
csp2_4_d_fsa,CSP
csp2_5_d_fsa,CSP
csp2_6_d_fsa,CSP
csp2_7_d_fsa,CSP
csp2_8_d_fsa,CSP
csp2_9_d_fsa,CSP
csp2_10_d_fsa,CSP
csp2_11_d_fsa,CSP
csp2_12_d_fsa,CSP
csp2_1_d_fsl,CSP
csp2_2_d_fsl,CSP
csp2_3_d_fsl,CSP
csp2_4_d_fsl,CSP
csp2_5_d_fsl,CSP
csp2_6_d_fsl,CSP
csp2_7_d_fsl,CSP
csp2_8_d_fsl,CSP
csp2_9_d_fsl,CSP
csp2_10_d_fsl,CSP
csp2_11_d_fsl,CSP
csp2_12_d_fsl,CSP
csp2_1_d_fg,CSP
csp2_2_d_fg,CSP
csp2_3_d_fg,CSP
csp2_4_d_fg,CSP
csp2_5_d_fg,CSP
csp2_6_d_fg,CSP
csp2_7_d_fg,CSP
csp2_8_d_fg,CSP
csp2_9_d_fg,CSP
csp2_10_d_fg,CSP
csp2_11_d_fg,CSP
csp2_12_d_fg,CSP
csp2_1_d_sg,CSP
csp2_2_d_sg,CSP
csp2_3_d_sg,CSP
csp2_4_d_sg,CSP
csp2_5_d_sg,CSP
csp2_6_d_sg,CSP
csp2_7_d_sg,CSP
csp2_8_d_sg,CSP
csp2_9_d_sg,CSP
csp2_10_d_sg,CSP
csp2_11_d_sg,CSP
csp2_12_d_sg,CSP
csp2_1_d_ss,CSP
csp2_2_d_ss,CSP
csp2_3_d_ss,CSP
csp2_4_d_ss,CSP
csp2_5_d_ss,CSP
csp2_6_d_ss,CSP
csp2_7_d_ss,CSP
csp2_8_d_ss,CSP
csp2_9_d_ss,CSP
csp2_10_d_ss,CSP
csp2_11_d_ss,CSP
csp2_12_d_ss,CSP
csp2_1_d_ww,CSP
csp2_2_d_ww,CSP
csp2_3_d_ww,CSP
csp2_4_d_ww,CSP
csp2_5_d_ww,CSP
csp2_6_d_ww,CSP
csp2_7_d_ww,CSP
csp2_8_d_ww,CSP
csp2_9_d_ww,CSP
csp2_10_d_ww,CSP
csp2_11_d_ww,CSP
csp2_12_d_ww,CSP
csp3_1_r_fsu,CSP
csp3_2_r_fsu,CSP
csp3_3_r_fsu,CSP
csp3_4_r_fsu,CSP
csp3_5_r_fsu,CSP
csp3_6_r_fsu,CSP
csp3_7_r_fsu,CSP
csp3_8_r_fsu,CSP
csp3_9_r_fsu,CSP
csp3_10_r_fsu,CSP
csp3_11_r_fsu,CSP
csp3_12_r_fsu,CSP
csp3_1_r_fsa,CSP
csp3_2_r_fsa,CSP
csp3_3_r_fsa,CSP
csp3_4_r_fsa,CSP
csp3_5_r_fsa,CSP
csp3_6_r_fsa,CSP
csp3_7_r_fsa,CSP
csp3_8_r_fsa,CSP
csp3_9_r_fsa,CSP
csp3_10_r_fsa,CSP
csp3_11_r_fsa,CSP
csp3_12_r_fsa,CSP
csp3_1_r_fsl,CSP
csp3_2_r_fsl,CSP
csp3_3_r_fsl,CSP
csp3_4_r_fsl,CSP
csp3_5_r_fsl,CSP
csp3_6_r_fsl,CSP
csp3_7_r_fsl,CSP
csp3_8_r_fsl,CSP
csp3_9_r_fsl,CSP
csp3_10_r_fsl,CSP
csp3_11_r_fsl,CSP
csp3_12_r_fsl,CSP
csp3_1_r_fg,CSP
csp3_2_r_fg,CSP
csp3_3_r_fg,CSP
csp3_4_r_fg,CSP
csp3_5_r_fg,CSP
csp3_6_r_fg,CSP
csp3_7_r_fg,CSP
csp3_8_r_fg,CSP
csp3_9_r_fg,CSP
csp3_10_r_fg,CSP
csp3_11_r_fg,CSP
csp3_12_r_fg,CSP
csp3_1_r_sg,CSP
csp3_2_r_sg,CSP
csp3_3_r_sg,CSP
csp3_4_r_sg,CSP
csp3_5_r_sg,CSP
csp3_6_r_sg,CSP
csp3_7_r_sg,CSP
csp3_8_r_sg,CSP
csp3_9_r_sg,CSP
csp3_10_r_sg,CSP
csp3_11_r_sg,CSP
csp3_12_r_sg,CSP
csp3_1_r_ss,CSP
csp3_2_r_ss,CSP
csp3_3_r_ss,CSP
csp3_4_r_ss,CSP
csp3_5_r_ss,CSP
csp3_6_r_ss,CSP
csp3_7_r_ss,CSP
csp3_8_r_ss,CSP
csp3_9_r_ss,CSP
csp3_10_r_ss,CSP
csp3_11_r_ss,CSP
csp3_12_r_ss,CSP
csp3_1_r_ww,CSP
csp3_2_r_ww,CSP
csp3_3_r_ww,CSP
csp3_4_r_ww,CSP
csp3_5_r_ww,CSP
csp3_6_r_ww,CSP
csp3_7_r_ww,CSP
csp3_8_r_ww,CSP
csp3_9_r_ww,CSP
csp3_10_r_ww,CSP
csp3_11_r_ww,CSP
csp3_12_r_ww,CSP
csp3_1_d_fsu,CSP
csp3_2_d_fsu,CSP
csp3_3_d_fsu,CSP
csp3_4_d_fsu,CSP
csp3_5_d_fsu,CSP
csp3_6_d_fsu,CSP
csp3_7_d_fsu,CSP
csp3_8_d_fsu,CSP
csp3_9_d_fsu,CSP
csp3_10_d_fsu,CSP
csp3_11_d_fsu,CSP
csp3_12_d_fsu,CSP
csp3_1_d_fsa,CSP
csp3_2_d_fsa,CSP
csp3_3_d_fsa,CSP
csp3_4_d_fsa,CSP
csp3_5_d_fsa,CSP
csp3_6_d_fsa,CSP
csp3_7_d_fsa,CSP
csp3_8_d_fsa,CSP
csp3_9_d_fsa,CSP
csp3_10_d_fsa,CSP
csp3_11_d_fsa,CSP
csp3_12_d_fsa,CSP
csp3_1_d_fsl,CSP
csp3_2_d_fsl,CSP
csp3_3_d_fsl,CSP
csp3_4_d_fsl,CSP
csp3_5_d_fsl,CSP
csp3_6_d_fsl,CSP
csp3_7_d_fsl,CSP
csp3_8_d_fsl,CSP
csp3_9_d_fsl,CSP
csp3_10_d_fsl,CSP
csp3_11_d_fsl,CSP
csp3_12_d_fsl,CSP
csp3_1_d_fg,CSP
csp3_2_d_fg,CSP
csp3_3_d_fg,CSP
csp3_4_d_fg,CSP
csp3_5_d_fg,CSP
csp3_6_d_fg,CSP
csp3_7_d_fg,CSP
csp3_8_d_fg,CSP
csp3_9_d_fg,CSP
csp3_10_d_fg,CSP
csp3_11_d_fg,CSP
csp3_12_d_fg,CSP
csp3_1_d_sg,CSP
csp3_2_d_sg,CSP
csp3_3_d_sg,CSP
csp3_4_d_sg,CSP
csp3_5_d_sg,CSP
csp3_6_d_sg,CSP
csp3_7_d_sg,CSP
csp3_8_d_sg,CSP
csp3_9_d_sg,CSP
csp3_10_d_sg,CSP
csp3_11_d_sg,CSP
csp3_12_d_sg,CSP
csp3_1_d_ss,CSP
csp3_2_d_ss,CSP
csp3_3_d_ss,CSP
csp3_4_d_ss,CSP
csp3_5_d_ss,CSP
csp3_6_d_ss,CSP
csp3_7_d_ss,CSP
csp3_8_d_ss,CSP
csp3_9_d_ss,CSP
csp3_10_d_ss,CSP
csp3_11_d_ss,CSP
csp3_12_d_ss,CSP
csp3_1_d_ww,CSP
csp3_2_d_ww,CSP
csp3_3_d_ww,CSP
csp3_4_d_ww,CSP
csp3_5_d_ww,CSP
csp3_6_d_ww,CSP
csp3_7_d_ww,CSP
csp3_8_d_ww,CSP
csp3_9_d_ww,CSP
csp3_10_d_ww,CSP
csp3_11_d_ww,CSP
csp3_12_d_ww,CSP
csp4_1_r_fsu,CSP
csp4_2_r_fsu,CSP
csp4_3_r_fsu,CSP
csp4_4_r_fsu,CSP
csp4_5_r_fsu,CSP
csp4_6_r_fsu,CSP
csp4_7_r_fsu,CSP
csp4_8_r_fsu,CSP
csp4_9_r_fsu,CSP
csp4_10_r_fsu,CSP
csp4_11_r_fsu,CSP
csp4_12_r_fsu,CSP
csp4_1_r_fsa,CSP
csp4_2_r_fsa,CSP
csp4_3_r_fsa,CSP
csp4_4_r_fsa,CSP
csp4_5_r_fsa,CSP
csp4_6_r_fsa,CSP
csp4_7_r_fsa,CSP
csp4_8_r_fsa,CSP
csp4_9_r_fsa,CSP
csp4_10_r_fsa,CSP
csp4_11_r_fsa,CSP
csp4_12_r_fsa,CSP
csp4_1_r_fsl,CSP
csp4_2_r_fsl,CSP
csp4_3_r_fsl,CSP
csp4_4_r_fsl,CSP
csp4_5_r_fsl,CSP
csp4_6_r_fsl,CSP
csp4_7_r_fsl,CSP
csp4_8_r_fsl,CSP
csp4_9_r_fsl,CSP
csp4_10_r_fsl,CSP
csp4_11_r_fsl,CSP
csp4_12_r_fsl,CSP
csp4_1_r_fg,CSP
csp4_2_r_fg,CSP
csp4_3_r_fg,CSP
csp4_4_r_fg,CSP
csp4_5_r_fg,CSP
csp4_6_r_fg,CSP
csp4_7_r_fg,CSP
csp4_8_r_fg,CSP
csp4_9_r_fg,CSP
csp4_10_r_fg,CSP
csp4_11_r_fg,CSP
csp4_12_r_fg,CSP
csp4_1_r_sg,CSP
csp4_2_r_sg,CSP
csp4_3_r_sg,CSP
csp4_4_r_sg,CSP
csp4_5_r_sg,CSP
csp4_6_r_sg,CSP
csp4_7_r_sg,CSP
csp4_8_r_sg,CSP
csp4_9_r_sg,CSP
csp4_10_r_sg,CSP
csp4_11_r_sg,CSP
csp4_12_r_sg,CSP
csp4_1_r_ss,CSP
csp4_2_r_ss,CSP
csp4_3_r_ss,CSP
csp4_4_r_ss,CSP
csp4_5_r_ss,CSP
csp4_6_r_ss,CSP
csp4_7_r_ss,CSP
csp4_8_r_ss,CSP
csp4_9_r_ss,CSP
csp4_10_r_ss,CSP
csp4_11_r_ss,CSP
csp4_12_r_ss,CSP
csp4_1_r_ww,CSP
csp4_2_r_ww,CSP
csp4_3_r_ww,CSP
csp4_4_r_ww,CSP
csp4_5_r_ww,CSP
csp4_6_r_ww,CSP
csp4_7_r_ww,CSP
csp4_8_r_ww,CSP
csp4_9_r_ww,CSP
csp4_10_r_ww,CSP
csp4_11_r_ww,CSP
csp4_12_r_ww,CSP
csp4_1_d_fsu,CSP
csp4_2_d_fsu,CSP
csp4_3_d_fsu,CSP
csp4_4_d_fsu,CSP
csp4_5_d_fsu,CSP
csp4_6_d_fsu,CSP
csp4_7_d_fsu,CSP
csp4_8_d_fsu,CSP
csp4_9_d_fsu,CSP
csp4_10_d_fsu,CSP
csp4_11_d_fsu,CSP
